,accuracy,max_depth,criterion,splitter
0,1.0,1э,gini,best
4,1.0,2,gini,best
6,1.0,2,entropy,best
10,1.0,3,entropy,best
2,1.0,1,entropy,best
14,0.9980713596914176,4,entropy,best
8,0.996142719382835,3,gini,best
18,0.9951783992285439,5,entropy,best
12,0.9922854387656702,4,gini,best
19,0.9918032786885246,5,entropy,random
16,0.991321118611379,5,gini,best
20,0.9908389585342333,6,gini,best
15,0.9908389585342333,4,entropy,random
24,0.9898746383799422,7,gini,best
32,0.9898746383799422,9,gini,best
36,0.9889103182256509,10,gini,best
28,0.9884281581485053,8,gini,best
40,0.9869816779170685,11,gini,best
53,0.9821600771456124,14,gini,random
44,0.9821600771456124,12,gini,best
48,0.9816779170684667,13,gini,best
29,0.9797492767598843,8,gini,random
52,0.9792671166827387,14,gini,best
56,0.9792671166827387,15,gini,best
80,0.9787849566055931,21,gini,best
64,0.9783027965284474,17,gini,best
72,0.9783027965284474,19,gini,best
23,0.9778206364513018,6,entropy,random
60,0.9778206364513018,16,gini,best
37,0.9768563162970106,10,gini,random
88,0.976374156219865,23,gini,best
68,0.9744455159112826,18,gini,best
84,0.9734811957569913,22,gini,best
76,0.9729990356798457,20,gini,best
41,0.9720347155255545,11,gini,random
49,0.9720347155255545,13,gini,random
22,0.9715525554484089,6,entropy,best
96,0.9715525554484089,25,gini,best
92,0.970106075216972,24,gini,best
100,0.9696239151398264,26,gini,best
27,0.9696239151398264,7,entropy,random
25,0.967695274831244,7,gini,random
9,0.9662487945998072,3,gini,random
104,0.9643201542912246,27,gini,best
26,0.9643201542912246,7,entropy,best
108,0.9633558341369335,28,gini,best
120,0.9623915139826422,31,gini,best
45,0.9614271938283511,12,gini,random
93,0.9614271938283511,24,gini,random
61,0.9609450337512054,16,gini,random
116,0.9609450337512054,30,gini,best
112,0.9604628736740598,29,gini,best
121,0.9599807135969142,31,gini,random
30,0.9590163934426229,8,entropy,best
33,0.9590163934426229,9,gini,random
324,0.9575699132111861,82,gini,best
124,0.9561234329797492,32,gini,best
291,0.9561234329797492,73,entropy,random
57,0.9556412729026037,15,gini,random
128,0.9556412729026037,33,gini,best
379,0.9546769527483124,95,entropy,random
259,0.9541947926711668,65,entropy,random
171,0.9541947926711668,43,entropy,random
285,0.9541947926711668,72,gini,random
175,0.9537126325940212,44,entropy,random
132,0.95274831243973,34,gini,best
230,0.95274831243973,58,entropy,best
274,0.95274831243973,69,entropy,best
321,0.95274831243973,81,gini,random
65,0.9522661523625844,17,gini,random
357,0.9517839922854388,90,gini,random
352,0.9517839922854388,89,gini,best
281,0.9517839922854388,71,gini,random
136,0.9517839922854388,35,gini,best
337,0.9508196721311475,85,gini,random
62,0.9508196721311475,16,entropy,best
164,0.950337512054002,42,gini,best
296,0.950337512054002,75,gini,best
107,0.950337512054002,27,entropy,random
227,0.950337512054002,57,entropy,random
102,0.9498553519768563,26,entropy,best
69,0.9498553519768563,18,gini,random
178,0.9498553519768563,45,entropy,best
204,0.9493731918997107,52,gini,best
246,0.9493731918997107,62,entropy,best
189,0.9493731918997107,48,gini,random
275,0.9493731918997107,69,entropy,random
140,0.9493731918997107,36,gini,best
46,0.9493731918997107,12,entropy,best
335,0.9493731918997107,84,entropy,random
364,0.9488910318225651,92,gini,best
188,0.9488910318225651,48,gini,best
391,0.9488910318225651,98,entropy,random
160,0.9488910318225651,41,gini,best
346,0.9488910318225651,87,entropy,best
315,0.9484088717454194,79,entropy,random
375,0.9484088717454194,94,entropy,random
300,0.9484088717454194,76,gini,best
284,0.9484088717454194,72,gini,best
114,0.9484088717454194,29,entropy,best
373,0.9484088717454194,94,gini,random
278,0.9479267116682739,70,entropy,best
397,0.9479267116682739,100,gini,random
249,0.9479267116682739,63,gini,random
166,0.9479267116682739,42,entropy,best
301,0.9479267116682739,76,gini,random
192,0.9479267116682739,49,gini,best
374,0.9479267116682739,94,entropy,best
50,0.9479267116682739,13,entropy,best
218,0.9479267116682739,55,entropy,best
141,0.9474445515911283,36,gini,random
293,0.9474445515911283,74,gini,random
334,0.9474445515911283,84,entropy,best
232,0.9474445515911283,59,gini,best
70,0.9474445515911283,18,entropy,best
336,0.9474445515911283,85,gini,best
290,0.9474445515911283,73,entropy,best
38,0.9469623915139826,10,entropy,best
90,0.9469623915139826,23,entropy,best
98,0.9469623915139826,25,entropy,best
345,0.9469623915139826,87,gini,random
202,0.9469623915139826,51,entropy,best
143,0.9469623915139826,36,entropy,random
320,0.9469623915139826,81,gini,best
359,0.9469623915139826,90,entropy,random
85,0.9469623915139826,22,gini,random
31,0.946480231436837,8,entropy,random
