,accuracy,max_depth,criteria,splitter
140,0.7666455294863666,36,gini,best
276,0.7666455294863666,70,gini,best
116,0.7666455294863666,30,gini,best
76,0.7666455294863666,20,gini,best
272,0.7660114140773621,69,gini,best
200,0.7653772986683577,51,gini,best
92,0.7653772986683577,24,gini,best
128,0.7653772986683577,33,gini,best
100,0.7647431832593532,26,gini,best
372,0.7647431832593532,94,gini,best
220,0.7647431832593532,56,gini,best
376,0.7647431832593532,95,gini,best
336,0.7641090678503487,85,gini,best
308,0.7641090678503487,78,gini,best
72,0.7641090678503487,19,gini,best
264,0.7641090678503487,67,gini,best
216,0.7641090678503487,55,gini,best
392,0.7634749524413443,99,gini,best
112,0.7634749524413443,29,gini,best
108,0.7634749524413443,28,gini,best
344,0.7634749524413443,87,gini,best
236,0.7628408370323398,60,gini,best
348,0.7628408370323398,88,gini,best
320,0.7628408370323398,81,gini,best
212,0.7622067216233355,54,gini,best
56,0.7622067216233355,15,gini,best
204,0.7622067216233355,52,gini,best
192,0.7622067216233355,49,gini,best
84,0.761572606214331,22,gini,best
164,0.7609384908053266,42,gini,best
260,0.7596702599873177,66,gini,best
248,0.7584020291693088,63,gini,best
316,0.7584020291693088,80,gini,best
124,0.7584020291693088,32,gini,best
224,0.7577679137603044,57,gini,best
148,0.7571337983512999,38,gini,best
296,0.7571337983512999,75,gini,best
256,0.7564996829422955,65,gini,best
244,0.7564996829422955,62,gini,best
228,0.755865567533291,58,gini,best
300,0.755865567533291,76,gini,best
284,0.755865567533291,72,gini,best
172,0.7552314521242867,44,gini,best
60,0.7545973367152822,16,gini,best
24,0.7526949904882688,7,gini,best
328,0.7520608750792644,83,gini,best
168,0.75142675967026,43,gini,best
22,0.7057704502219404,6,entropy,best
20,0.7013316423589093,6,gini,best
16,0.6176284083703234,5,gini,best
18,0.605580215599239,5,entropy,best
41,0.5662650602409639,11,gini,random
14,0.5548509828788839,4,entropy,best
235,0.5516804058338618,59,entropy,random
71,0.5510462904248573,18,entropy,random
37,0.5478757133798351,10,gini,random
195,0.5466074825618262,49,entropy,random
367,0.5383639822447686,92,entropy,random
61,0.534559289790742,16,gini,random
137,0.533291058972733,35,gini,random
287,0.5320228281547241,72,entropy,random
167,0.5313887127457197,42,entropy,random
12,0.5301204819277109,4,gini,best
111,0.527584020291693,28,entropy,random
245,0.5269499048826887,62,gini,random
121,0.5250475586556753,31,gini,random
129,0.518706404565631,33,gini,random
345,0.5180722891566265,87,gini,random
341,0.517438173747622,86,gini,random
73,0.517438173747622,19,gini,random
187,0.5161699429296132,47,entropy,random
125,0.5149017121116043,32,gini,random
313,0.5142675967025999,79,gini,random
133,0.5123652504755866,34,gini,random
127,0.507292327203551,32,entropy,random
207,0.5066582117945466,52,entropy,random
263,0.5066582117945466,66,entropy,random
75,0.5066582117945466,19,entropy,random
177,0.5053899809765378,45,gini,random
99,0.5034876347495244,25,entropy,random
65,0.5003170577045022,17,gini,random
139,0.4990488268864933,35,entropy,random
189,0.4984147114774889,48,gini,random
105,0.49778059606848446,27,gini,random
395,0.49587824984147116,99,entropy,random
67,0.4920735573874445,17,entropy,random
385,0.4920735573874445,97,gini,random
297,0.4914394419784401,75,gini,random
393,0.4914394419784401,99,gini,random
191,0.49080532656943565,48,entropy,random
285,0.4895370957514268,72,gini,random
87,0.48826886493341787,22,entropy,random
273,0.487000634115409,69,gini,random
343,0.487000634115409,86,entropy,random
279,0.4850982878883957,70,entropy,random
157,0.4850982878883957,40,gini,random
79,0.4850982878883957,20,entropy,random
359,0.4850982878883957,90,entropy,random
179,0.48319594166138236,45,entropy,random
165,0.4825618262523779,42,gini,random
69,0.48129359543436906,18,gini,random
185,0.47939124920735576,47,gini,random
261,0.4787571337983513,66,gini,random
117,0.4787571337983513,30,gini,random
381,0.4787571337983513,96,gini,random
93,0.4787571337983513,24,gini,random
397,0.47812301838934684,100,gini,random
95,0.4774889029803424,24,entropy,random
383,0.47622067216233355,96,entropy,random
377,0.47622067216233355,95,gini,random
399,0.47622067216233355,100,entropy,random
53,0.4749524413443247,14,gini,random
77,0.47431832593532025,20,gini,random
89,0.47431832593532025,23,gini,random
107,0.47431832593532025,27,entropy,random
181,0.47431832593532025,46,gini,random
145,0.47431832593532025,37,gini,random
59,0.47368421052631576,15,entropy,random
211,0.47368421052631576,53,entropy,random
217,0.47368421052631576,55,gini,random
241,0.47114774889029803,61,gini,random
293,0.47114774889029803,74,gini,random
49,0.47114774889029803,13,gini,random
337,0.4705136334812936,85,gini,random
387,0.4705136334812936,97,entropy,random
257,0.46987951807228917,65,gini,random
349,0.46987951807228917,88,gini,random
265,0.46924540266328474,67,gini,random
329,0.46924540266328474,83,gini,random
161,0.4686112872542803,41,gini,random
221,0.4686112872542803,56,gini,random
375,0.4686112872542803,94,entropy,random
147,0.4679771718452758,37,entropy,random
83,0.46670894102726695,21,entropy,random
247,0.46670894102726695,62,entropy,random
31,0.46670894102726695,8,entropy,random
361,0.4654407102092581,91,gini,random
333,0.46480659480025366,84,gini,random
281,0.4635383639822448,71,gini,random
219,0.4629042485732403,55,entropy,random
81,0.4622701331642359,21,gini,random
357,0.4622701331642359,90,gini,random
283,0.4622701331642359,71,entropy,random
301,0.46163601775523144,76,gini,random
8,0.461001902346227,3,gini,best
233,0.461001902346227,59,gini,random
311,0.45973367152821815,78,entropy,random
97,0.45973367152821815,25,gini,random
255,0.4590995561192137,64,entropy,random
135,0.4584654407102093,34,entropy,random
109,0.45719720989220036,28,gini,random
391,0.45656309448319593,98,entropy,random
267,0.4559289790741915,67,entropy,random
151,0.45529486366518707,38,entropy,random
229,0.45529486366518707,58,gini,random
205,0.45529486366518707,52,gini,random
335,0.45466074825618263,84,entropy,random
203,0.45466074825618263,51,entropy,random
175,0.4540266328471782,44,entropy,random
271,0.4540266328471782,68,entropy,random
45,0.4527584020291693,12,gini,random
321,0.45212428662016485,81,gini,random
355,0.4514901712111604,89,entropy,random
237,0.4514901712111604,60,gini,random
353,0.4514901712111604,89,gini,random
173,0.4514901712111604,44,gini,random
183,0.4514901712111604,46,entropy,random
199,0.45022194039315155,50,entropy,random
101,0.45022194039315155,26,gini,random
259,0.4495878249841471,65,entropy,random
91,0.4495878249841471,23,entropy,random
243,0.4489537095751427,61,entropy,random
253,0.4489537095751427,64,gini,random
225,0.4489537095751427,57,gini,random
47,0.44831959416613826,12,entropy,random
57,0.44831959416613826,15,gini,random
373,0.44831959416613826,94,gini,random
339,0.44831959416613826,85,entropy,random
10,0.4476854787571338,3,entropy,best
39,0.44705136334812934,10,entropy,random
317,0.4457831325301205,80,gini,random
299,0.44514901712111604,75,entropy,random
131,0.4445149017121116,33,entropy,random
289,0.4445149017121116,73,gini,random
153,0.4445149017121116,39,gini,random
213,0.44324667089410275,54,gini,random
305,0.4426125554850983,77,gini,random
231,0.4419784400760938,58,entropy,random
303,0.4413443246670894,76,entropy,random
295,0.44071020925808496,74,entropy,random
209,0.44007609384908053,53,gini,random
347,0.4394419784400761,87,entropy,random
35,0.4394419784400761,9,entropy,random
55,0.4394419784400761,14,entropy,random
215,0.4394419784400761,54,entropy,random
155,0.43880786303107167,39,entropy,random
309,0.4375396322130628,78,gini,random
269,0.4369055168040583,68,gini,random
223,0.4369055168040583,56,entropy,random
113,0.43563728598604945,29,gini,random
315,0.43563728598604945,79,entropy,random
197,0.435003170577045,50,gini,random
239,0.4343690551680406,60,entropy,random
143,0.4343690551680406,36,entropy,random
141,0.4343690551680406,36,gini,random
169,0.43373493975903615,43,gini,random
351,0.4331008243500317,88,entropy,random
325,0.4324667089410273,82,gini,random
251,0.4318325935320228,63,entropy,random
227,0.4318325935320228,57,entropy,random
149,0.43119847812301837,38,gini,random
307,0.43119847812301837,77,entropy,random
277,0.43119847812301837,70,gini,random
369,0.4299302473050095,93,gini,random
171,0.4299302473050095,43,entropy,random
275,0.4299302473050095,69,entropy,random
193,0.42866201648700064,49,gini,random
43,0.42675967025998734,11,entropy,random
389,0.4254914394419784,98,gini,random
103,0.42422320862396956,26,entropy,random
201,0.42422320862396956,51,gini,random
371,0.42358909321496513,93,entropy,random
63,0.42358909321496513,16,entropy,random
119,0.42232086239695626,30,entropy,random
115,0.42232086239695626,29,entropy,random
327,0.42105263157894735,82,entropy,random
323,0.4197844007609385,81,entropy,random
365,0.4197844007609385,92,gini,random
163,0.41915028535193405,41,entropy,random
291,0.41724793912492075,73,entropy,random
23,0.41724793912492075,6,entropy,random
249,0.4153455928979074,63,gini,random
331,0.4153455928979074,83,entropy,random
379,0.4115409004438808,95,entropy,random
363,0.4102726696258719,91,entropy,random
123,0.409004438807863,31,entropy,random
85,0.40583386176284086,22,gini,random
27,0.4032974001268231,7,entropy,random
159,0.4020291693088142,40,entropy,random
51,0.39568801521876984,13,entropy,random
33,0.3944197844007609,9,gini,random
29,0.3925174381737476,8,gini,random
319,0.3874445149017121,80,entropy,random
6,0.37349397590361444,2,entropy,best
25,0.36905516804058336,7,gini,random
19,0.3677869372225745,5,entropy,random
4,0.3633481293595434,2,gini,best
17,0.36017755231452125,5,gini,random
21,0.346861128725428,6,gini,random
15,0.34559289790741915,4,entropy,random
11,0.3392517438173748,3,entropy,random
13,0.3151553582752061,4,gini,random
0,0.27203551046290425,1,gini,best
2,0.26949904882688647,1,entropy,best
9,0.2580849714648066,3,gini,random
3,0.25554850982878885,1,entropy,random
5,0.2447685478757134,2,gini,random
1,0.20545339251743816,1,gini,random
7,0.1959416613823716,2,entropy,random
