,accuracy,max_depth,criterion,splitter
300,0.9147047472018526,76,gini,best
320,0.9143187958317252,81,gini,best
184,0.9139328444615978,47,gini,best
336,0.9135468930914705,85,gini,best
148,0.9135468930914705,38,gini,best
192,0.9135468930914705,49,gini,best
288,0.9131609417213431,73,gini,best
180,0.9131609417213431,46,gini,best
140,0.9127749903512158,36,gini,best
280,0.9127749903512158,71,gini,best
84,0.912003087610961,22,gini,best
344,0.912003087610961,87,gini,best
124,0.9116171362408336,32,gini,best
360,0.9100733307603242,91,gini,best
264,0.9096873793901968,67,gini,best
376,0.9096873793901968,95,gini,best
316,0.9093014280200695,80,gini,best
220,0.9085295252798148,56,gini,best
268,0.9085295252798148,68,gini,best
116,0.90775762253956,30,gini,best
208,0.9058278656889232,53,gini,best
160,0.9031262060980316,41,gini,best
10,0.8502508683905828,3,entropy,best
8,0.8294094944037051,3,gini,best
189,0.8159011964492474,48,gini,random
305,0.8124276341181011,77,gini,random
315,0.8023928984947897,79,entropy,random
373,0.8000771902740255,94,gini,random
159,0.7950598224623697,40,entropy,random
369,0.7919722115013508,93,gini,random
399,0.7904284060208414,100,entropy,random
281,0.7850250868390583,71,gini,random
393,0.781551524507912,99,gini,random
129,0.7803936703975299,33,gini,random
321,0.7761482053261289,81,gini,random
235,0.7738324971053647,59,entropy,random
47,0.7734465457352374,12,entropy,random
239,0.77306059436511,60,entropy,random
299,0.77306059436511,75,entropy,random
167,0.7707448861443458,42,entropy,random
355,0.7703589347742185,89,entropy,random
233,0.7676572751833269,59,gini,random
267,0.7676572751833269,67,entropy,random
93,0.7668853724430722,24,gini,random
389,0.7637977614820533,98,gini,random
43,0.7634118101119259,11,entropy,random
319,0.761482053261289,80,entropy,random
183,0.7599382477807797,46,entropy,random
37,0.7587803936703975,10,gini,random
201,0.7556927827093786,51,gini,random
119,0.7556927827093786,30,entropy,random
365,0.7553068313392513,92,gini,random
381,0.7541489772288692,96,gini,random
65,0.751833269008105,17,gini,random
253,0.7510613662678503,64,gini,random
353,0.7510613662678503,89,gini,random
279,0.7499035121574682,70,entropy,random
53,0.748745658047086,14,gini,random
229,0.7483597066769587,58,gini,random
61,0.7483597066769587,16,gini,random
137,0.7472018525665766,35,gini,random
243,0.7441142416055577,61,entropy,random
391,0.7441142416055577,98,entropy,random
41,0.7437282902354303,11,gini,random
169,0.7429563874951756,43,gini,random
357,0.7429563874951756,90,gini,random
377,0.7421844847549208,95,gini,random
57,0.7410266306445388,15,gini,random
195,0.7394828251640293,49,entropy,random
337,0.739096873793902,85,gini,random
291,0.7383249710536472,73,entropy,random
123,0.7375530683133925,31,entropy,random
197,0.736009262832883,50,gini,random
81,0.7356233114627557,21,gini,random
83,0.7356233114627557,21,entropy,random
333,0.734851408722501,84,gini,random
221,0.7340795059822462,56,gini,random
73,0.7336935546121188,19,gini,random
29,0.7325357005017368,8,gini,random
311,0.731763797761482,78,entropy,random
331,0.7267464299498263,83,entropy,random
297,0.7267464299498263,75,gini,random
121,0.7259745272095716,31,gini,random
173,0.7252026244693168,44,gini,random
33,0.7252026244693168,9,gini,random
335,0.7248166730991895,84,entropy,random
63,0.7244307217290621,16,entropy,random
271,0.7236588189888075,68,entropy,random
257,0.72327286761868,65,gini,random
359,0.72327286761868,90,entropy,random
223,0.72327286761868,56,entropy,random
79,0.7228869162485527,20,entropy,random
245,0.7213431107680432,62,gini,random
215,0.7213431107680432,54,entropy,random
395,0.7205712080277885,99,entropy,random
141,0.7201852566576611,36,gini,random
219,0.7194133539174065,55,entropy,random
345,0.7194133539174065,87,gini,random
313,0.719027402547279,79,gini,random
325,0.7182554998070243,82,gini,random
49,0.7182554998070243,13,gini,random
287,0.7174835970667696,72,entropy,random
269,0.7167116943265148,68,gini,random
151,0.7163257429563875,38,entropy,random
177,0.7159397915862601,45,gini,random
179,0.7159397915862601,45,entropy,random
341,0.7155538402161328,86,gini,random
273,0.7151678888460054,69,gini,random
209,0.714781937475878,53,gini,random
301,0.7143959861057507,76,gini,random
161,0.7124662292551138,41,gini,random
263,0.7124662292551138,66,entropy,random
59,0.7120802778849865,15,entropy,random
125,0.7113083751447318,32,gini,random
147,0.7113083751447318,37,entropy,random
4,0.7109224237746044,2,gini,best
135,0.7109224237746044,34,entropy,random
261,0.7101505210343497,66,gini,random
383,0.7097645696642223,96,entropy,random
187,0.709378618294095,47,entropy,random
115,0.7086067155538402,29,entropy,random
133,0.7082207641837128,34,gini,random
307,0.7066769587032034,77,entropy,random
75,0.7059050559629486,19,entropy,random
249,0.7055191045928213,63,gini,random
113,0.705133153222694,29,gini,random
77,0.7043612504824392,20,gini,random
97,0.7039752991123118,25,gini,random
149,0.7032033963720571,38,gini,random
111,0.7028174450019298,28,entropy,random
127,0.7024314936318024,32,entropy,random
351,0.7024314936318024,88,entropy,random
303,0.702045542261675,76,entropy,random
71,0.7016595908915476,18,entropy,random
339,0.7012736395214203,85,entropy,random
379,0.700887688151293,95,entropy,random
227,0.6997298340409108,57,entropy,random
89,0.6997298340409108,23,gini,random
251,0.6981860285604014,63,entropy,random
275,0.6981860285604014,69,entropy,random
175,0.6974141258201466,44,entropy,random
139,0.6970281744500193,35,entropy,random
91,0.6962562717097646,23,entropy,random
323,0.6947124662292551,81,entropy,random
327,0.6943265148591278,82,entropy,random
363,0.6943265148591278,91,entropy,random
107,0.6939405634890004,27,entropy,random
225,0.693554612118873,57,gini,random
69,0.6931686607487456,18,gini,random
211,0.6927827093786183,53,entropy,random
207,0.6923967580084909,52,entropy,random
95,0.6920108066383636,24,entropy,random
99,0.6916248552682362,25,entropy,random
157,0.6912389038981088,40,gini,random
213,0.6908529525279815,54,gini,random
51,0.6904670011578541,13,entropy,random
55,0.6904670011578541,14,entropy,random
45,0.6896950984175994,12,gini,random
181,0.6885372443072173,46,gini,random
375,0.6885372443072173,94,entropy,random
265,0.6869934388267078,67,gini,random
217,0.6846777306059436,55,gini,random
329,0.6835198764955616,83,gini,random
165,0.6835198764955616,42,gini,random
153,0.6835198764955616,39,gini,random
85,0.6815901196449248,22,gini,random
347,0.68081821690467,87,entropy,random
293,0.6788884600540331,74,gini,random
317,0.6781165573137785,80,gini,random
191,0.6781165573137785,48,entropy,random
205,0.6777306059436511,52,gini,random
193,0.6777306059436511,49,gini,random
231,0.676572751833269,58,entropy,random
349,0.6758008490930143,88,gini,random
289,0.6754148977228869,73,gini,random
185,0.6750289463527596,47,gini,random
155,0.6746429949826321,39,entropy,random
103,0.6742570436125048,26,entropy,random
385,0.6742570436125048,97,gini,random
237,0.6730991895021228,60,gini,random
371,0.672327286761868,93,entropy,random
21,0.6700115785411038,6,gini,random
25,0.6696256271709765,7,gini,random
283,0.6696256271709765,71,entropy,random
259,0.668081821690467,65,entropy,random
145,0.6673099189502123,37,gini,random
117,0.6661520648398301,30,gini,random
255,0.6661520648398301,64,entropy,random
131,0.6657661134697028,33,entropy,random
171,0.6653801620995754,43,entropy,random
203,0.6649942107294481,51,entropy,random
11,0.6634504052489386,3,entropy,random
397,0.6615206483983018,100,gini,random
199,0.6611346970281744,50,entropy,random
241,0.6599768429177924,61,gini,random
285,0.6588189888074103,72,gini,random
361,0.6565032805866461,91,gini,random
105,0.655345426476264,27,gini,random
31,0.6545735237360093,8,entropy,random
343,0.6530297182554998,86,entropy,random
367,0.6449247394828251,92,entropy,random
87,0.6445387881126978,22,entropy,random
309,0.6437668853724431,78,gini,random
247,0.6426090312620609,62,entropy,random
67,0.6422230798919336,17,entropy,random
39,0.6387495175607873,10,entropy,random
101,0.6379776148205326,26,gini,random
387,0.6375916634504053,97,entropy,random
109,0.6364338093400231,28,gini,random
277,0.6314164415283674,70,gini,random
163,0.6279428791972211,41,entropy,random
143,0.6271709764569664,36,entropy,random
35,0.6240833654959476,9,entropy,random
23,0.5939791586260131,6,entropy,random
295,0.5924353531455037,74,entropy,random
13,0.5796989579313007,4,gini,random
6,0.5777692010806639,2,entropy,best
27,0.5565418757236589,7,entropy,random
19,0.5094558085681204,5,entropy,random
15,0.48977228869162487,4,entropy,random
9,0.479351601698186,3,gini,random
2,0.46738710922423776,1,entropy,best
0,0.46738710922423776,1,gini,best
17,0.4600540331918178,5,gini,random
1,0.39752991123118486,1,gini,random
5,0.35507526051717486,2,gini,random
7,0.348900038595137,2,entropy,random
3,0.2817445001929757,1,entropy,random
