,accuracy,max_depth,criteria,splitter
59,0.9376947040498442,15,entropy,random
172,0.9373831775700935,44,gini,best
295,0.9373831775700935,74,entropy,random
256,0.9373831775700935,65,gini,best
245,0.9373831775700935,62,gini,random
149,0.9370716510903426,38,gini,random
324,0.9370716510903426,82,gini,best
283,0.9370716510903426,71,entropy,random
199,0.9370716510903426,50,entropy,random
107,0.9370716510903426,27,entropy,random
184,0.9367601246105919,47,gini,best
296,0.9367601246105919,75,gini,best
327,0.9367601246105919,82,entropy,random
336,0.9367601246105919,85,gini,best
67,0.9364485981308411,17,entropy,random
244,0.9364485981308411,62,gini,best
379,0.9364485981308411,95,entropy,random
376,0.9364485981308411,95,gini,best
261,0.9364485981308411,66,gini,random
304,0.9364485981308411,77,gini,best
167,0.9364485981308411,42,entropy,random
183,0.9364485981308411,46,entropy,random
155,0.9364485981308411,39,entropy,random
387,0.9364485981308411,97,entropy,random
125,0.9361370716510904,32,gini,random
280,0.9361370716510904,71,gini,best
344,0.9361370716510904,87,gini,best
141,0.9361370716510904,36,gini,random
343,0.9358255451713395,86,entropy,random
337,0.9358255451713395,85,gini,random
316,0.9355140186915888,80,gini,best
271,0.9355140186915888,68,entropy,random
367,0.9355140186915888,92,entropy,random
171,0.9355140186915888,43,entropy,random
224,0.9355140186915888,57,gini,best
200,0.935202492211838,51,gini,best
264,0.935202492211838,67,gini,best
209,0.935202492211838,53,gini,random
293,0.935202492211838,74,gini,random
340,0.9348909657320872,86,gini,best
232,0.9348909657320872,59,gini,best
236,0.9348909657320872,60,gini,best
284,0.9345794392523364,72,gini,best
203,0.9345794392523364,51,entropy,random
345,0.9342679127725857,87,gini,random
168,0.9342679127725857,43,gini,best
207,0.9342679127725857,52,entropy,random
248,0.9342679127725857,63,gini,best
220,0.9342679127725857,56,gini,best
300,0.9339563862928348,76,gini,best
65,0.9339563862928348,17,gini,random
255,0.9336448598130841,64,entropy,random
269,0.9336448598130841,68,gini,random
208,0.9336448598130841,53,gini,best
276,0.9336448598130841,70,gini,best
288,0.9336448598130841,73,gini,best
301,0.9333333333333333,76,gini,random
360,0.9333333333333333,91,gini,best
291,0.9333333333333333,73,entropy,random
131,0.9330218068535826,33,entropy,random
181,0.9327102803738317,46,gini,random
312,0.9327102803738317,79,gini,best
228,0.9327102803738317,58,gini,best
303,0.9327102803738317,76,entropy,random
365,0.932398753894081,92,gini,random
109,0.9320872274143303,28,gini,random
204,0.9320872274143303,52,gini,best
356,0.9317757009345794,90,gini,best
392,0.9317757009345794,99,gini,best
123,0.9314641744548287,31,entropy,random
205,0.9314641744548287,52,gini,random
384,0.9311526479750779,97,gini,best
313,0.9311526479750779,79,gini,random
399,0.930841121495327,100,entropy,random
361,0.930841121495327,91,gini,random
323,0.9305295950155763,81,entropy,random
127,0.9305295950155763,32,entropy,random
319,0.9302180685358256,80,entropy,random
99,0.9302180685358256,25,entropy,random
95,0.9302180685358256,24,entropy,random
311,0.9299065420560748,78,entropy,random
129,0.9299065420560748,33,gini,random
219,0.9292834890965732,55,entropy,random
328,0.9289719626168225,83,gini,best
169,0.9289719626168225,43,gini,random
309,0.9289719626168225,78,gini,random
320,0.9286604361370716,81,gini,best
161,0.9283489096573209,41,gini,random
389,0.9283489096573209,98,gini,random
227,0.9280373831775701,57,entropy,random
97,0.9274143302180685,25,gini,random
305,0.9271028037383178,77,gini,random
89,0.926791277258567,23,gini,random
135,0.9261682242990654,34,entropy,random
249,0.9255451713395638,63,gini,random
333,0.9252336448598131,84,gini,random
79,0.9246105919003115,20,entropy,random
211,0.9236760124610592,53,entropy,random
231,0.9227414330218069,58,entropy,random
395,0.9208722741433022,99,entropy,random
43,0.9199376947040498,11,entropy,random
25,0.9130841121495327,7,gini,random
23,0.8931464174454828,6,entropy,random
29,0.8866043613707165,8,gini,random
21,0.878816199376947,6,gini,random
11,0.7221183800623053,3,entropy,random
5,0.6383177570093458,2,gini,random
9,0.584423676012461,3,gini,random
7,0.5741433021806853,2,entropy,random
3,0.5738317757009346,1,entropy,random
1,0.5146417445482866,1,gini,random
