,accuracy,max_depth,criterion,splitter
0,1.0,1,gini,best
2,1.0,1,entropy,best
6,1.0,2,entropy,best
14,0.9987987987987988,4,entropy,best
4,0.9987987987987988,2,gini,best
10,0.9981981981981982,3,entropy,best
12,0.9981981981981982,4,gini,best
8,0.9981981981981982,3,gini,best
20,0.9963963963963964,6,gini,best
16,0.9963963963963964,5,gini,best
18,0.9951951951951952,5,entropy,best
24,0.9945945945945946,7,gini,best
28,0.993993993993994,8,gini,best
36,0.9933933933933934,10,gini,best
40,0.9933933933933934,11,gini,best
32,0.9915915915915916,9,gini,best
44,0.9873873873873874,12,gini,best
48,0.984984984984985,13,gini,best
22,0.984984984984985,6,entropy,best
17,0.9831831831831832,5,gini,random
13,0.9831831831831832,4,gini,random
1,0.9831831831831832,1,gini,random
21,0.9831831831831832,6,gini,random
56,0.9825825825825826,15,gini,best
9,0.9825825825825826,3,gini,random
3,0.9825825825825826,1,entropy,random
45,0.9807807807807808,12,gini,random
60,0.9801801801801802,16,gini,best
52,0.9783783783783784,14,gini,best
23,0.9771771771771772,6,entropy,random
33,0.975975975975976,9,gini,random
27,0.9747747747747748,7,entropy,random
29,0.9747747747747748,8,gini,random
64,0.9717717717717718,17,gini,best
68,0.9717717717717718,18,gini,best
41,0.9711711711711711,11,gini,random
72,0.9663663663663664,19,gini,best
11,0.9657657657657658,3,entropy,random
80,0.9633633633633634,21,gini,best
31,0.9633633633633634,8,entropy,random
26,0.9633633633633634,7,entropy,best
84,0.9621621621621622,22,gini,best
15,0.9615615615615616,4,entropy,random
76,0.9615615615615616,20,gini,best
35,0.9603603603603603,9,entropy,random
88,0.9567567567567568,23,gini,best
19,0.9567567567567568,5,entropy,random
57,0.9561561561561561,15,gini,random
37,0.9543543543543543,10,gini,random
49,0.9531531531531532,13,gini,random
112,0.9525525525525526,29,gini,best
96,0.9525525525525526,25,gini,best
65,0.9519519519519519,17,gini,random
104,0.9519519519519519,27,gini,best
92,0.9519519519519519,24,gini,best
100,0.9513513513513514,26,gini,best
30,0.9501501501501501,8,entropy,best
7,0.9501501501501501,2,entropy,random
5,0.9501501501501501,2,gini,random
297,0.9495495495495495,75,gini,random
183,0.9495495495495495,46,entropy,random
116,0.9471471471471471,30,gini,best
39,0.9471471471471471,10,entropy,random
121,0.9465465465465466,31,gini,random
51,0.9465465465465466,13,entropy,random
193,0.9459459459459459,49,gini,random
332,0.9453453453453453,84,gini,best
257,0.9453453453453453,65,gini,random
108,0.9447447447447448,28,gini,best
367,0.9441441441441442,92,entropy,random
337,0.9441441441441442,85,gini,random
73,0.9441441441441442,19,gini,random
120,0.9435435435435435,31,gini,best
125,0.9429429429429429,32,gini,random
77,0.9429429429429429,20,gini,random
25,0.9423423423423424,7,gini,random
360,0.9423423423423424,91,gini,best
319,0.9423423423423424,80,entropy,random
128,0.9423423423423424,33,gini,best
110,0.9423423423423424,28,entropy,best
339,0.9423423423423424,85,entropy,random
258,0.9417417417417417,65,entropy,best
323,0.9417417417417417,81,entropy,random
281,0.9417417417417417,71,gini,random
34,0.9417417417417417,9,entropy,best
152,0.9411411411411411,39,gini,best
130,0.9411411411411411,33,entropy,best
263,0.9405405405405406,66,entropy,random
382,0.9405405405405406,96,entropy,best
236,0.93993993993994,60,gini,best
342,0.93993993993994,86,entropy,best
366,0.9393393393393393,92,entropy,best
58,0.9393393393393393,15,entropy,best
242,0.9393393393393393,61,entropy,best
390,0.9393393393393393,98,entropy,best
123,0.9393393393393393,31,entropy,random
150,0.9393393393393393,38,entropy,best
166,0.9387387387387387,42,entropy,best
186,0.9387387387387387,47,entropy,best
321,0.9387387387387387,81,gini,random
208,0.9387387387387387,53,gini,best
66,0.9387387387387387,17,entropy,best
214,0.9387387387387387,54,entropy,best
264,0.9387387387387387,67,gini,best
274,0.9387387387387387,69,entropy,best
67,0.9381381381381382,17,entropy,random
262,0.9381381381381382,66,entropy,best
69,0.9381381381381382,18,gini,random
310,0.9381381381381382,78,entropy,best
212,0.9381381381381382,54,gini,best
286,0.9381381381381382,72,entropy,best
136,0.9375375375375375,35,gini,best
330,0.9375375375375375,83,entropy,best
132,0.9375375375375375,34,gini,best
146,0.9375375375375375,37,entropy,best
142,0.9375375375375375,36,entropy,best
282,0.9375375375375375,71,entropy,best
272,0.9375375375375375,69,gini,best
156,0.9375375375375375,40,gini,best
322,0.9375375375375375,81,entropy,best
213,0.9375375375375375,54,gini,random
234,0.9375375375375375,59,entropy,best
200,0.9375375375375375,51,gini,best
172,0.9369369369369369,44,gini,best
300,0.9369369369369369,76,gini,best
205,0.9369369369369369,52,gini,random
276,0.9369369369369369,70,gini,best
237,0.9369369369369369,60,gini,random
113,0.9369369369369369,29,gini,random
326,0.9363363363363363,82,entropy,best
180,0.9363363363363363,46,gini,best
232,0.9363363363363363,59,gini,best
145,0.9363363363363363,37,gini,random
386,0.9363363363363363,97,entropy,best
378,0.9363363363363363,95,entropy,best
245,0.9363363363363363,62,gini,random
287,0.9357357357357358,72,entropy,random
106,0.9357357357357358,27,entropy,best
181,0.9357357357357358,46,gini,random
210,0.9357357357357358,53,entropy,best
174,0.9357357357357358,44,entropy,best
275,0.9357357357357358,69,entropy,random
358,0.9357357357357358,90,entropy,best
85,0.9357357357357358,22,gini,random
389,0.9357357357357358,98,gini,random
124,0.9357357357357358,32,gini,best
396,0.9357357357357358,100,gini,best
250,0.9357357357357358,63,entropy,best
335,0.9357357357357358,84,entropy,random
154,0.9357357357357358,39,entropy,best
98,0.9351351351351351,25,entropy,best
318,0.9351351351351351,80,entropy,best
182,0.9351351351351351,46,entropy,best
368,0.9351351351351351,93,gini,best
97,0.9351351351351351,25,gini,random
78,0.9351351351351351,20,entropy,best
46,0.9345345345345345,12,entropy,best
222,0.9345345345345345,56,entropy,best
278,0.9345345345345345,70,entropy,best
230,0.9345345345345345,58,entropy,best
190,0.9345345345345345,48,entropy,best
189,0.9345345345345345,48,gini,random
320,0.9345345345345345,81,gini,best
254,0.9345345345345345,64,entropy,best
144,0.9345345345345345,37,gini,best
122,0.933933933933934,31,entropy,best
292,0.933933933933934,74,gini,best
244,0.933933933933934,62,gini,best
220,0.933933933933934,56,gini,best
62,0.933933933933934,16,entropy,best
158,0.933933933933934,40,entropy,best
372,0.933933933933934,94,gini,best
343,0.933933933933934,86,entropy,random
374,0.933933933933934,94,entropy,best
346,0.933933933933934,87,entropy,best
188,0.9333333333333333,48,gini,best
371,0.9333333333333333,93,entropy,random
127,0.9333333333333333,32,entropy,random
298,0.9333333333333333,75,entropy,best
338,0.9333333333333333,85,entropy,best
118,0.9333333333333333,30,entropy,best
381,0.9333333333333333,96,gini,random
305,0.9333333333333333,77,gini,random
198,0.9333333333333333,50,entropy,best
316,0.9333333333333333,80,gini,best
191,0.9333333333333333,48,entropy,random
288,0.9333333333333333,73,gini,best
134,0.9333333333333333,34,entropy,best
328,0.9333333333333333,83,gini,best
334,0.9333333333333333,84,entropy,best
388,0.9333333333333333,98,gini,best
162,0.9327327327327327,41,entropy,best
238,0.9327327327327327,60,entropy,best
176,0.9327327327327327,45,gini,best
217,0.9327327327327327,55,gini,random
86,0.9327327327327327,22,entropy,best
42,0.9327327327327327,11,entropy,best
384,0.9327327327327327,97,gini,best
228,0.9327327327327327,58,gini,best
164,0.9327327327327327,42,gini,best
352,0.9327327327327327,89,gini,best
309,0.9321321321321321,78,gini,random
226,0.9321321321321321,57,entropy,best
102,0.9321321321321321,26,entropy,best
345,0.9321321321321321,87,gini,random
54,0.9321321321321321,14,entropy,best
169,0.9321321321321321,43,gini,random
353,0.9321321321321321,89,gini,random
273,0.9315315315315316,69,gini,random
270,0.9315315315315316,68,entropy,best
283,0.9315315315315316,71,entropy,random
218,0.9315315315315316,55,entropy,best
260,0.9315315315315316,66,gini,best
114,0.9315315315315316,29,entropy,best
240,0.9315315315315316,61,gini,best
312,0.9315315315315316,79,gini,best
126,0.9315315315315316,32,entropy,best
168,0.9315315315315316,43,gini,best
204,0.9315315315315316,52,gini,best
398,0.9315315315315316,100,entropy,best
178,0.9315315315315316,45,entropy,best
247,0.9315315315315316,62,entropy,random
90,0.9309309309309309,23,entropy,best
394,0.9309309309309309,99,entropy,best
93,0.9309309309309309,24,gini,random
344,0.9309309309309309,87,gini,best
165,0.9309309309309309,42,gini,random
314,0.9309309309309309,79,entropy,best
215,0.9309309309309309,54,entropy,random
308,0.9309309309309309,78,gini,best
304,0.9309309309309309,77,gini,best
376,0.9309309309309309,95,gini,best
362,0.9309309309309309,91,entropy,best
43,0.9309309309309309,11,entropy,random
196,0.9303303303303303,50,gini,best
306,0.9303303303303303,77,entropy,best
138,0.9303303303303303,35,entropy,best
383,0.9303303303303303,96,entropy,random
303,0.9303303303303303,76,entropy,random
206,0.9303303303303303,52,entropy,best
89,0.9303303303303303,23,gini,random
50,0.9297297297297298,13,entropy,best
395,0.9297297297297298,99,entropy,random
285,0.9297297297297298,72,gini,random
370,0.9297297297297298,93,entropy,best
336,0.9297297297297298,85,gini,best
248,0.9297297297297298,63,gini,best
399,0.9297297297297298,100,entropy,random
246,0.9297297297297298,62,entropy,best
202,0.9297297297297298,51,entropy,best
194,0.9297297297297298,49,entropy,best
211,0.9297297297297298,53,entropy,random
137,0.9291291291291291,35,gini,random
94,0.9291291291291291,24,entropy,best
95,0.9291291291291291,24,entropy,random
294,0.9291291291291291,74,entropy,best
295,0.9291291291291291,74,entropy,random
284,0.9291291291291291,72,gini,best
199,0.9291291291291291,50,entropy,random
99,0.9291291291291291,25,entropy,random
351,0.9285285285285285,88,entropy,random
329,0.9285285285285285,83,gini,random
170,0.9285285285285285,43,entropy,best
380,0.9285285285285285,96,gini,best
397,0.9285285285285285,100,gini,random
216,0.9285285285285285,55,gini,best
129,0.9285285285285285,33,gini,random
140,0.9285285285285285,36,gini,best
302,0.9279279279279279,76,entropy,best
340,0.9279279279279279,86,gini,best
252,0.9279279279279279,64,gini,best
184,0.9279279279279279,47,gini,best
255,0.9279279279279279,64,entropy,random
354,0.9279279279279279,89,entropy,best
256,0.9279279279279279,65,gini,best
74,0.9279279279279279,19,entropy,best
82,0.9273273273273274,21,entropy,best
349,0.9273273273273274,88,gini,random
347,0.9273273273273274,87,entropy,random
357,0.9273273273273274,90,gini,random
361,0.9273273273273274,91,gini,random
291,0.9267267267267267,73,entropy,random
290,0.9267267267267267,73,entropy,best
103,0.9267267267267267,26,entropy,random
296,0.9267267267267267,75,gini,best
279,0.9267267267267267,70,entropy,random
356,0.9267267267267267,90,gini,best
364,0.9267267267267267,92,gini,best
