,accuracy,max_depth,criterion,splitter
109,0.91280353200883,28,gini,random
121,0.9116997792494481,31,gini,random
55,0.9116997792494481,14,entropy,random
41,0.9111479028697572,11,gini,random
99,0.9111479028697572,25,entropy,random
289,0.9111479028697572,73,gini,random
309,0.9105960264900662,78,gini,random
205,0.9094922737306843,52,gini,random
189,0.9094922737306843,48,gini,random
349,0.9089403973509934,88,gini,random
303,0.9089403973509934,76,entropy,random
251,0.9089403973509934,63,entropy,random
71,0.9083885209713024,18,entropy,random
133,0.9083885209713024,34,gini,random
151,0.9083885209713024,38,entropy,random
59,0.9078366445916115,15,entropy,random
111,0.9078366445916115,28,entropy,random
329,0.9072847682119205,83,gini,random
39,0.9072847682119205,10,entropy,random
149,0.9067328918322296,38,gini,random
53,0.9061810154525386,14,gini,random
91,0.9061810154525386,23,entropy,random
267,0.9056291390728477,67,entropy,random
343,0.9056291390728477,86,entropy,random
89,0.9050772626931567,23,gini,random
219,0.9050772626931567,55,entropy,random
211,0.9050772626931567,53,entropy,random
213,0.9050772626931567,54,gini,random
341,0.9045253863134658,86,gini,random
265,0.9034216335540839,67,gini,random
295,0.9028697571743929,74,entropy,random
301,0.902317880794702,76,gini,random
383,0.902317880794702,96,entropy,random
227,0.9012141280353201,57,entropy,random
369,0.9012141280353201,93,gini,random
305,0.9012141280353201,77,gini,random
395,0.9006622516556292,99,entropy,random
155,0.9006622516556292,39,entropy,random
27,0.9006622516556292,7,entropy,random
381,0.9006622516556292,96,gini,random
117,0.9006622516556292,30,gini,random
83,0.9001103752759382,21,entropy,random
65,0.8995584988962473,17,gini,random
223,0.8995584988962473,56,entropy,random
35,0.8995584988962473,9,entropy,random
85,0.8995584988962473,22,gini,random
47,0.8990066225165563,12,entropy,random
319,0.8984547461368654,80,entropy,random
37,0.8984547461368654,10,gini,random
145,0.8984547461368654,37,gini,random
113,0.8979028697571744,29,gini,random
285,0.8973509933774835,72,gini,random
249,0.8973509933774835,63,gini,random
279,0.8967991169977925,70,entropy,random
87,0.8962472406181016,22,entropy,random
69,0.8956953642384106,18,gini,random
273,0.8951434878587197,69,gini,random
129,0.8945916114790287,33,gini,random
337,0.8945916114790287,85,gini,random
143,0.8945916114790287,36,entropy,random
355,0.8940397350993378,89,entropy,random
263,0.8940397350993378,66,entropy,random
183,0.8940397350993378,46,entropy,random
75,0.8934878587196468,19,entropy,random
123,0.8934878587196468,31,entropy,random
81,0.8934878587196468,21,gini,random
97,0.8923841059602649,25,gini,random
221,0.8923841059602649,56,gini,random
245,0.891832229580574,62,gini,random
247,0.891832229580574,62,entropy,random
127,0.891832229580574,32,entropy,random
77,0.891832229580574,20,gini,random
259,0.8912803532008831,65,entropy,random
141,0.8912803532008831,36,gini,random
93,0.890728476821192,24,gini,random
163,0.890728476821192,41,entropy,random
119,0.890728476821192,30,entropy,random
271,0.8901766004415012,68,entropy,random
63,0.8901766004415012,16,entropy,random
377,0.8901766004415012,95,gini,random
253,0.8901766004415012,64,gini,random
73,0.8896247240618101,19,gini,random
21,0.8896247240618101,6,gini,random
101,0.8896247240618101,26,gini,random
331,0.8896247240618101,83,entropy,random
195,0.8896247240618101,49,entropy,random
131,0.8885209713024282,33,entropy,random
57,0.8885209713024282,15,gini,random
261,0.8885209713024282,66,gini,random
135,0.8879690949227373,34,entropy,random
287,0.8879690949227373,72,entropy,random
235,0.8879690949227373,59,entropy,random
79,0.8879690949227373,20,entropy,random
103,0.8874172185430463,26,entropy,random
351,0.8868653421633554,88,entropy,random
373,0.8868653421633554,94,gini,random
157,0.8868653421633554,40,gini,random
277,0.8868653421633554,70,gini,random
339,0.8863134657836644,85,entropy,random
217,0.8852097130242825,55,gini,random
125,0.8846578366445916,32,gini,random
313,0.8841059602649006,79,gini,random
359,0.8835540838852097,90,entropy,random
399,0.8835540838852097,100,entropy,random
67,0.8835540838852097,17,entropy,random
61,0.8830022075055187,16,gini,random
49,0.8830022075055187,13,gini,random
139,0.8830022075055187,35,entropy,random
201,0.8830022075055187,51,gini,random
363,0.8824503311258278,91,entropy,random
397,0.8824503311258278,100,gini,random
257,0.8818984547461368,65,gini,random
243,0.8818984547461368,61,entropy,random
371,0.8813465783664459,93,entropy,random
361,0.8807947019867549,91,gini,random
321,0.880242825607064,81,gini,random
379,0.8796909492273731,95,entropy,random
209,0.8796909492273731,53,gini,random
203,0.8791390728476821,51,entropy,random
283,0.8785871964679912,71,entropy,random
281,0.8785871964679912,71,gini,random
137,0.8785871964679912,35,gini,random
45,0.8785871964679912,12,gini,random
291,0.8780353200883002,73,entropy,random
333,0.8780353200883002,84,gini,random
237,0.8774834437086093,60,gini,random
357,0.8774834437086093,90,gini,random
193,0.8769315673289183,49,gini,random
169,0.8763796909492274,43,gini,random
327,0.8763796909492274,82,entropy,random
229,0.8763796909492274,58,gini,random
353,0.8747240618101545,89,gini,random
181,0.8747240618101545,46,gini,random
323,0.8736203090507726,81,entropy,random
107,0.8725165562913907,27,entropy,random
297,0.8719646799116998,75,gini,random
147,0.8708609271523179,37,entropy,random
365,0.8708609271523179,92,gini,random
311,0.869757174392936,78,entropy,random
317,0.8664459161147903,80,gini,random
367,0.8658940397350994,92,entropy,random
159,0.8653421633554084,40,entropy,random
387,0.8647902869757175,97,entropy,random
269,0.8642384105960265,68,gini,random
239,0.8631346578366446,60,entropy,random
307,0.8625827814569537,77,entropy,random
299,0.8609271523178808,75,entropy,random
115,0.859271523178808,29,entropy,random
275,0.8576158940397351,69,entropy,random
191,0.8565121412803532,48,entropy,random
33,0.8537527593818984,9,gini,random
225,0.8515452538631346,57,gini,random
173,0.8515452538631346,44,gini,random
199,0.8482339955849889,50,entropy,random
385,0.8482339955849889,97,gini,random
167,0.847682119205298,42,entropy,random
391,0.83719646799117,98,entropy,random
233,0.8294701986754967,59,gini,random
25,0.8200883002207505,7,gini,random
29,0.8156732891832229,8,gini,random
2,0.7947019867549668,1,entropy,best
0,0.7935982339955849,1,gini,best
19,0.7748344370860927,5,entropy,random
15,0.7709713024282561,4,entropy,random
9,0.7709713024282561,3,gini,random
17,0.7687637969094923,5,gini,random
31,0.7516556291390728,8,entropy,random
7,0.7422737306843267,2,entropy,random
5,0.7240618101545254,2,gini,random
13,0.6843267108167771,4,gini,random
11,0.6721854304635762,3,entropy,random
3,0.6445916114790287,1,entropy,random
1,0.6158940397350994,1,gini,random
