,accuracy,max_depth,criteria,splitter
135,0.38302624232272475,34,entropy,random
365,0.38190954773869346,92,gini,random
159,0.38023450586264657,40,entropy,random
21,0.3796761585706309,6,gini,random
109,0.3796761585706309,28,gini,random
367,0.3791178112786153,92,entropy,random
57,0.3785594639865997,15,gini,random
71,0.378001116694584,18,entropy,random
239,0.378001116694584,60,entropy,random
177,0.3774427694025684,45,gini,random
51,0.37520938023450584,13,entropy,random
203,0.3707426018983808,51,entropy,random
345,0.37018425460636517,87,gini,random
373,0.3696259073143495,94,gini,random
331,0.36795086543830263,83,entropy,random
133,0.367392518146287,34,gini,random
191,0.36348408710217756,48,entropy,random
95,0.3629257398101619,24,entropy,random
363,0.36180904522613067,91,entropy,random
261,0.361250697934115,66,gini,random
303,0.361250697934115,76,entropy,random
127,0.36069235064209937,32,entropy,random
169,0.36069235064209937,43,gini,random
223,0.36069235064209937,56,entropy,random
105,0.3601340033500838,27,gini,random
395,0.3595756560580681,99,entropy,random
371,0.3595756560580681,93,entropy,random
381,0.35790061418202124,96,gini,random
27,0.35790061418202124,7,entropy,random
389,0.3573422668900056,98,gini,random
6,0.35678391959798994,2,entropy,best
4,0.35678391959798994,2,gini,best
195,0.35678391959798994,49,entropy,random
165,0.35678391959798994,42,gini,random
353,0.35510887772194305,89,gini,random
119,0.3545505304299274,30,entropy,random
213,0.3545505304299274,54,gini,random
289,0.35399218313791175,73,gini,random
313,0.35175879396984927,79,gini,random
385,0.35175879396984927,97,gini,random
121,0.3512004466778336,31,gini,random
43,0.34952540480178673,11,entropy,random
269,0.3478503629257398,68,gini,random
39,0.3478503629257398,10,entropy,random
253,0.3472920156337242,64,gini,random
113,0.3461753210496929,29,gini,random
245,0.34561697375767725,62,gini,random
293,0.34561697375767725,74,gini,random
391,0.34561697375767725,98,entropy,random
315,0.34561697375767725,79,entropy,random
295,0.34505862646566166,74,entropy,random
97,0.344500279173646,25,gini,random
163,0.34394193188163036,41,entropy,random
211,0.34394193188163036,53,entropy,random
155,0.34338358458961477,39,entropy,random
99,0.3428252372975991,25,entropy,random
387,0.34226689000558347,97,entropy,random
69,0.3417085427135678,18,gini,random
53,0.3405918481295366,14,gini,random
217,0.34003350083752093,55,gini,random
251,0.3389168062534897,63,entropy,random
379,0.33724176437744274,95,entropy,random
125,0.33724176437744274,32,gini,random
311,0.33724176437744274,78,entropy,random
25,0.33724176437744274,7,gini,random
225,0.33668341708542715,57,gini,random
111,0.33500837520938026,28,entropy,random
397,0.3344500279173646,100,gini,random
145,0.3344500279173646,37,gini,random
23,0.3344500279173646,6,entropy,random
81,0.3333333333333333,21,gini,random
347,0.3327749860413177,87,entropy,random
307,0.3316582914572864,77,entropy,random
283,0.3310999441652708,71,entropy,random
287,0.3305415968732552,72,entropy,random
301,0.3305415968732552,76,gini,random
45,0.32998324958123953,12,gini,random
147,0.32998324958123953,37,entropy,random
201,0.32998324958123953,51,gini,random
227,0.3294249022892239,57,entropy,random
171,0.3294249022892239,43,entropy,random
87,0.32886655499720824,22,entropy,random
297,0.32886655499720824,75,gini,random
377,0.32830820770519265,95,gini,random
241,0.32830820770519265,61,gini,random
355,0.327749860413177,89,entropy,random
19,0.32719151312116135,5,entropy,random
183,0.32719151312116135,46,entropy,random
199,0.32719151312116135,50,entropy,random
181,0.32663316582914576,46,gini,random
351,0.3260748185371301,88,entropy,random
207,0.3249581239530988,52,entropy,random
243,0.3249581239530988,61,entropy,random
189,0.3249581239530988,48,gini,random
325,0.3243997766610832,82,gini,random
233,0.32384142936906757,59,gini,random
357,0.3232830820770519,90,gini,random
67,0.3232830820770519,17,entropy,random
73,0.32272473478503627,19,gini,random
83,0.32272473478503627,21,entropy,random
123,0.3221663874930207,31,entropy,random
231,0.32160804020100503,58,entropy,random
157,0.3210496929089894,40,gini,random
75,0.3210496929089894,19,entropy,random
103,0.31993299832495814,26,entropy,random
33,0.31993299832495814,9,gini,random
255,0.31881630374092684,64,entropy,random
257,0.31825795644891125,65,gini,random
285,0.3176996091568956,72,gini,random
221,0.31714126186487995,56,gini,random
317,0.3165829145728643,80,gini,random
237,0.3165829145728643,60,gini,random
277,0.31546621998883306,70,gini,random
209,0.3149078726968174,53,gini,random
337,0.31434952540480177,85,gini,random
339,0.3137911781127862,85,entropy,random
259,0.3132328308207705,65,entropy,random
17,0.310999441652708,5,gini,random
15,0.310999441652708,4,entropy,random
63,0.31044109436069234,16,entropy,random
55,0.3098827470686767,14,entropy,random
65,0.3093243997766611,17,gini,random
137,0.30876605248464545,35,gini,random
333,0.3065326633165829,84,gini,random
361,0.30597431602456726,91,gini,random
47,0.304857621440536,12,entropy,random
343,0.3037409268565047,86,entropy,random
85,0.30318257956448913,22,gini,random
205,0.3026242322724735,52,gini,random
299,0.3015075376884422,75,entropy,random
185,0.3015075376884422,47,gini,random
143,0.3009491903964266,36,entropy,random
161,0.30039084310441094,41,gini,random
13,0.2998324958123953,4,gini,random
139,0.29871580122836405,35,entropy,random
393,0.2981574539363484,99,gini,random
61,0.29759910664433276,16,gini,random
265,0.29704075935231716,67,gini,random
341,0.2964824120603015,86,gini,random
141,0.2964824120603015,36,gini,random
291,0.2964824120603015,73,entropy,random
167,0.294249022892239,42,entropy,random
323,0.2931323283082077,81,entropy,random
281,0.29034059184812955,71,gini,random
173,0.28922389726409825,44,gini,random
93,0.28922389726409825,24,gini,random
321,0.288107202680067,81,gini,random
249,0.2864321608040201,63,gini,random
215,0.28587381351200447,54,entropy,random
275,0.2853154662199888,69,entropy,random
399,0.2841987716359576,100,entropy,random
197,0.2797319932998325,50,gini,random
149,0.27749860413176997,38,gini,random
267,0.2769402568397543,67,entropy,random
309,0.2747068676716918,78,gini,random
131,0.2730318257956449,33,entropy,random
9,0.27079843662758235,3,gini,random
1,0.2601898380792853,1,gini,random
11,0.2601898380792853,3,entropy,random
77,0.2562814070351759,20,gini,random
7,0.25404801786711334,2,entropy,random
359,0.24288107202680068,90,entropy,random
2,0.23618090452261306,1,entropy,best
0,0.23618090452261306,1,gini,best
5,0.23059743160245672,2,gini,random
3,0.2138470128419877,1,entropy,random
