,accuracy,max_depth,criteria,splitter
142,0.9039463886820551,36,entropy,best
42,0.9039463886820551,11,entropy,best
234,0.9039463886820551,59,entropy,best
262,0.9039463886820551,66,entropy,best
398,0.9032017870439315,100,entropy,best
354,0.9032017870439315,89,entropy,best
110,0.9032017870439315,28,entropy,best
162,0.9024571854058079,41,entropy,best
102,0.9024571854058079,26,entropy,best
282,0.9017125837676843,71,entropy,best
150,0.9017125837676843,38,entropy,best
198,0.9017125837676843,50,entropy,best
166,0.9009679821295606,42,entropy,best
386,0.9009679821295606,97,entropy,best
394,0.9002233804914371,99,entropy,best
126,0.9002233804914371,32,entropy,best
362,0.9002233804914371,91,entropy,best
382,0.8994787788533135,96,entropy,best
28,0.8994787788533135,8,gini,best
318,0.8987341772151899,80,entropy,best
154,0.8972449739389426,39,entropy,best
24,0.896500372300819,7,gini,best
330,0.896500372300819,83,entropy,best
294,0.896500372300819,74,entropy,best
284,0.8920327624720774,72,gini,best
64,0.8905435591958303,17,gini,best
164,0.8883097542814594,42,gini,best
192,0.8875651526433358,49,gini,best
292,0.8875651526433358,74,gini,best
32,0.8868205510052122,9,gini,best
40,0.8860759493670886,11,gini,best
220,0.885331347728965,56,gini,best
304,0.885331347728965,77,gini,best
44,0.8845867460908414,12,gini,best
256,0.8845867460908414,65,gini,best
268,0.8845867460908414,68,gini,best
392,0.8838421444527178,99,gini,best
296,0.8838421444527178,75,gini,best
52,0.8838421444527178,14,gini,best
108,0.8838421444527178,28,gini,best
312,0.8830975428145942,79,gini,best
252,0.8823529411764706,64,gini,best
216,0.8823529411764706,55,gini,best
92,0.8823529411764706,24,gini,best
36,0.8816083395383469,10,gini,best
224,0.8816083395383469,57,gini,best
388,0.8808637379002234,98,gini,best
236,0.8801191362620998,60,gini,best
60,0.8801191362620998,16,gini,best
212,0.8793745346239762,54,gini,best
196,0.8793745346239762,50,gini,best
248,0.8793745346239762,63,gini,best
56,0.8786299329858526,15,gini,best
68,0.8786299329858526,18,gini,best
272,0.877885331347729,69,gini,best
140,0.877885331347729,36,gini,best
76,0.877885331347729,20,gini,best
260,0.877885331347729,66,gini,best
128,0.877885331347729,33,gini,best
288,0.877885331347729,73,gini,best
72,0.877885331347729,19,gini,best
144,0.8771407297096053,37,gini,best
160,0.8771407297096053,41,gini,best
84,0.8771407297096053,22,gini,best
12,0.8771407297096053,4,gini,best
116,0.8763961280714817,30,gini,best
264,0.8763961280714817,67,gini,best
184,0.8756515264333582,47,gini,best
276,0.8756515264333582,70,gini,best
200,0.8756515264333582,51,gini,best
228,0.8756515264333582,58,gini,best
124,0.8756515264333582,32,gini,best
316,0.8756515264333582,80,gini,best
176,0.8749069247952346,45,gini,best
136,0.8749069247952346,35,gini,best
356,0.8749069247952346,90,gini,best
48,0.8749069247952346,13,gini,best
180,0.874162323157111,46,gini,best
152,0.874162323157111,39,gini,best
204,0.874162323157111,52,gini,best
308,0.874162323157111,78,gini,best
364,0.8734177215189873,92,gini,best
328,0.8734177215189873,83,gini,best
372,0.8734177215189873,94,gini,best
332,0.8734177215189873,84,gini,best
132,0.8734177215189873,34,gini,best
240,0.8726731198808637,61,gini,best
360,0.8726731198808637,91,gini,best
172,0.8726731198808637,44,gini,best
376,0.8726731198808637,95,gini,best
280,0.8719285182427401,71,gini,best
104,0.8711839166046166,27,gini,best
156,0.8711839166046166,40,gini,best
384,0.8711839166046166,97,gini,best
88,0.8711839166046166,23,gini,best
380,0.870439314966493,96,gini,best
320,0.870439314966493,81,gini,best
396,0.8696947133283693,100,gini,best
188,0.8696947133283693,48,gini,best
100,0.8696947133283693,26,gini,best
324,0.8696947133283693,82,gini,best
300,0.8689501116902457,76,gini,best
348,0.8689501116902457,88,gini,best
340,0.8689501116902457,86,gini,best
112,0.8682055100521221,29,gini,best
148,0.8674609084139985,38,gini,best
352,0.8674609084139985,89,gini,best
168,0.8667163067758749,43,gini,best
120,0.8667163067758749,31,gini,best
80,0.8667163067758749,21,gini,best
336,0.8659717051377513,85,gini,best
344,0.8652271034996277,87,gini,best
368,0.8652271034996277,93,gini,best
232,0.8644825018615041,59,gini,best
244,0.8644825018615041,62,gini,best
96,0.8637379002233805,25,gini,best
208,0.8637379002233805,53,gini,best
10,0.8116157855547282,3,entropy,best
8,0.8078927773641102,3,gini,best
259,0.7691734921816828,65,entropy,random
195,0.763216679076694,49,entropy,random
255,0.7624720774385704,64,entropy,random
179,0.7602382725241995,45,entropy,random
287,0.7587490692479524,72,entropy,random
363,0.7505584512285927,91,entropy,random
343,0.7490692479523455,86,entropy,random
67,0.7490692479523455,17,entropy,random
375,0.7416232315711094,94,entropy,random
21,0.7371556217423678,6,gini,random
383,0.7341772151898734,96,entropy,random
219,0.7334326135517498,55,entropy,random
271,0.7326880119136262,68,entropy,random
329,0.7326880119136262,83,gini,random
4,0.7297096053611318,2,gini,best
191,0.727475800446761,48,entropy,random
307,0.723752792256143,77,entropy,random
95,0.7215189873417721,24,entropy,random
51,0.7207743857036486,13,entropy,random
89,0.7177959791511541,23,gini,random
233,0.7177959791511541,59,gini,random
207,0.7177959791511541,52,entropy,random
277,0.7177959791511541,70,gini,random
55,0.7170513775130305,14,entropy,random
6,0.7170513775130305,2,entropy,best
29,0.7155621742367834,8,gini,random
389,0.7148175725986597,98,gini,random
63,0.7140729709605361,16,entropy,random
161,0.7125837676842889,41,gini,random
25,0.7081161578555473,7,gini,random
175,0.7073715562174236,44,entropy,random
239,0.7066269545793,60,entropy,random
269,0.7066269545793,68,gini,random
399,0.7058823529411765,100,entropy,random
331,0.7043931496649293,83,entropy,random
325,0.7043931496649293,82,gini,random
373,0.7036485480268057,94,gini,random
31,0.702903946388682,8,entropy,random
121,0.7021593447505584,31,gini,random
215,0.7014147431124349,54,entropy,random
365,0.7014147431124349,92,gini,random
41,0.7006701414743113,11,gini,random
275,0.6999255398361877,69,entropy,random
197,0.699180938198064,50,gini,random
37,0.6984363365599404,10,gini,random
241,0.6984363365599404,61,gini,random
39,0.6976917349218168,10,entropy,random
305,0.6976917349218168,77,gini,random
113,0.6976917349218168,29,gini,random
267,0.6969471332836932,67,entropy,random
261,0.6962025316455697,66,gini,random
199,0.6962025316455697,50,entropy,random
33,0.695457930007446,9,gini,random
205,0.6947133283693224,52,gini,random
163,0.6947133283693224,41,entropy,random
125,0.6939687267311988,32,gini,random
85,0.6939687267311988,22,gini,random
147,0.6939687267311988,37,entropy,random
101,0.6932241250930752,26,gini,random
2,0.6932241250930752,1,entropy,best
315,0.6932241250930752,79,entropy,random
0,0.6932241250930752,1,gini,best
105,0.6924795234549516,27,gini,random
251,0.691734921816828,63,entropy,random
155,0.691734921816828,39,entropy,random
235,0.6887565152643336,59,entropy,random
61,0.68801191362621,16,gini,random
293,0.6865227103499628,74,gini,random
369,0.6857781087118392,93,gini,random
357,0.6857781087118392,90,gini,random
339,0.6850335070737156,85,entropy,random
299,0.684288905435592,75,entropy,random
49,0.684288905435592,13,gini,random
237,0.6835443037974683,60,gini,random
367,0.6827997021593447,92,entropy,random
311,0.6820551005212211,78,entropy,random
57,0.6813104988830976,15,gini,random
177,0.680565897244974,45,gini,random
257,0.680565897244974,65,gini,random
263,0.6798212956068503,66,entropy,random
355,0.6790766939687267,89,entropy,random
45,0.6790766939687267,12,gini,random
65,0.6783320923306031,17,gini,random
69,0.6775874906924795,18,gini,random
73,0.6775874906924795,19,gini,random
1,0.676842889054356,1,gini,random
385,0.676842889054356,97,gini,random
353,0.6760982874162323,89,gini,random
43,0.6760982874162323,11,entropy,random
211,0.6753536857781087,53,entropy,random
387,0.6753536857781087,97,entropy,random
183,0.6746090841399851,46,entropy,random
115,0.6746090841399851,29,entropy,random
127,0.6746090841399851,32,entropy,random
129,0.6746090841399851,33,gini,random
295,0.6738644825018615,74,entropy,random
273,0.6738644825018615,69,gini,random
93,0.6731198808637379,24,gini,random
203,0.6731198808637379,51,entropy,random
7,0.6731198808637379,2,entropy,random
151,0.6731198808637379,38,entropy,random
313,0.6731198808637379,79,gini,random
231,0.6716306775874907,58,entropy,random
397,0.6708860759493671,100,gini,random
361,0.6701414743112435,91,gini,random
245,0.6693968726731199,62,gini,random
27,0.6686522710349962,7,entropy,random
157,0.6671630677587491,40,gini,random
279,0.6671630677587491,70,entropy,random
321,0.6664184661206255,81,gini,random
243,0.6656738644825019,61,entropy,random
301,0.6649292628443783,76,gini,random
77,0.6649292628443783,20,gini,random
35,0.6649292628443783,9,entropy,random
75,0.6641846612062546,19,entropy,random
9,0.663440059568131,3,gini,random
209,0.663440059568131,53,gini,random
119,0.663440059568131,30,entropy,random
265,0.6626954579300074,67,gini,random
159,0.6626954579300074,40,entropy,random
249,0.6619508562918839,63,gini,random
149,0.6612062546537603,38,gini,random
181,0.6604616530156366,46,gini,random
341,0.6604616530156366,86,gini,random
391,0.6604616530156366,98,entropy,random
81,0.659717051377513,21,gini,random
71,0.659717051377513,18,entropy,random
137,0.6589724497393894,35,gini,random
97,0.6582278481012658,25,gini,random
395,0.6574832464631423,99,entropy,random
47,0.6574832464631423,12,entropy,random
23,0.6567386448250186,6,entropy,random
213,0.655994043186895,54,gini,random
131,0.655994043186895,33,entropy,random
145,0.6552494415487714,37,gini,random
173,0.6545048399106478,44,gini,random
351,0.6545048399106478,88,entropy,random
319,0.6537602382725242,80,entropy,random
87,0.6537602382725242,22,entropy,random
53,0.6530156366344005,14,gini,random
171,0.6530156366344005,43,entropy,random
317,0.6515264333581534,80,gini,random
217,0.6500372300819062,55,gini,random
133,0.6500372300819062,34,gini,random
225,0.6492926284437825,57,gini,random
83,0.6485480268056589,21,entropy,random
193,0.6470588235294118,49,gini,random
169,0.6470588235294118,43,gini,random
111,0.6455696202531646,28,entropy,random
117,0.6448250186150409,30,gini,random
247,0.6433358153387937,62,entropy,random
335,0.6433358153387937,84,entropy,random
223,0.6425912137006702,56,entropy,random
297,0.6425912137006702,75,gini,random
17,0.6418466120625466,5,gini,random
337,0.6411020104244229,85,gini,random
107,0.6411020104244229,27,entropy,random
79,0.6396128071481757,20,entropy,random
323,0.6396128071481757,81,entropy,random
253,0.637379002233805,64,gini,random
187,0.637379002233805,47,entropy,random
99,0.6358897989575577,25,entropy,random
167,0.6321667907669397,42,entropy,random
289,0.6314221891288161,73,gini,random
347,0.6306775874906925,87,entropy,random
91,0.6306775874906925,23,entropy,random
303,0.6291883842144452,76,entropy,random
229,0.6284437825763217,58,gini,random
379,0.6269545793000745,95,entropy,random
377,0.6262099776619509,95,gini,random
123,0.6262099776619509,31,entropy,random
135,0.6262099776619509,34,entropy,random
189,0.6254653760238272,48,gini,random
109,0.6247207743857036,28,gini,random
141,0.6247207743857036,36,gini,random
185,0.6224869694713329,47,gini,random
59,0.6224869694713329,15,entropy,random
281,0.6209977661950856,71,gini,random
143,0.6195085629188384,36,entropy,random
349,0.6187639612807149,88,gini,random
333,0.616530156366344,84,gini,random
19,0.6157855547282204,5,entropy,random
221,0.6157855547282204,56,gini,random
283,0.6135517498138496,71,entropy,random
165,0.6113179448994788,42,gini,random
15,0.6113179448994788,4,entropy,random
103,0.6105733432613552,26,entropy,random
139,0.609084139985108,35,entropy,random
309,0.6061057334326135,78,gini,random
381,0.6046165301563663,96,gini,random
371,0.6031273268801192,93,entropy,random
201,0.6008935219657483,51,gini,random
285,0.6001489203276247,72,gini,random
13,0.5994043186895012,4,gini,random
327,0.5971705137751303,82,entropy,random
359,0.5882352941176471,90,entropy,random
291,0.5867460908413998,73,entropy,random
153,0.5822784810126582,39,gini,random
345,0.569620253164557,87,gini,random
393,0.5629188384214445,99,gini,random
227,0.5629188384214445,57,entropy,random
11,0.5472822040208488,3,entropy,random
5,0.5465376023827252,2,gini,random
3,0.5450483991064781,1,entropy,random
